"from","to","edge","weight_mean","weight_lQ","weight_uQ","pct_disc_mean","pct_disc_lQ","pct_disc_uQ","pct_breach_mean","pct_breach_lQ","pct_breach_uQ"
"TRIAGE","MAJORS","TRIAGE~MAJORS",5.27586206896552,2.25,6,0.748174105587899,0.55952380952381,1,0.537929168532617,0.333333333333333,0.75
"RAT","RESUS","RAT~RESUS",4.88135593220339,4,6,0.219231051434441,0,0.366666666666667,0.59549123193191,0.414285714285714,0.775
"MAJORS","TAF","MAJORS~TAF",4.64912280701754,3,6,0.96484962406015,1,1,0.815182527024632,0.714285714285714,1
"Waiting","MAJORS","Waiting~MAJORS",4,2,6,0.75801832096475,0.625,1,0.383172928262214,0.125,0.525
"MAJORS","RAT","MAJORS~RAT",3.98181818181818,2,5,0.621021251475797,0.354166666666667,1,0.448996458087367,0.225,0.645833333333333
"TRIAGE","Admitted","TRIAGE~Admitted",3.51923076923077,2,5,0.00274725274725275,0,0,0.383441558441558,0,0.6
"MAJORS","RESUS","MAJORS~RESUS",2.70909090909091,2,3,0.142121212121212,0,0.333333333333333,0.836969696969697,0.666666666666667,1
"RESUS","Discharged","RESUS~Discharged",2.52830188679245,2,3,1,1,1,0.252380952380952,0,0.333333333333333
"UTC","MAJORS","UTC~MAJORS",2.21739130434783,1,3,0.616304347826087,0.333333333333333,1,0.57536231884058,0,1
"RAT","Admitted","RAT~Admitted",2.17391304347826,1,2.75,0.0108695652173913,0,0,0.0706521739130435,0,0
"TRIAGE","RESUS","TRIAGE~RESUS",2.11111111111111,1,3,0.399365079365079,0,0.666666666666667,0.575820105820106,0,1
"OTF","Discharged","OTF~Discharged",2.08823529411765,1,2,0.970588235294118,1,1,0.825490196078431,1,1
"RAT","Waiting","RAT~Waiting",2,2,2,0.5,0.5,0.5,0,0,0
"MAJORS","UTC","MAJORS~UTC",1.93617021276596,1,2,0.781914893617021,0.583333333333333,1,0.294326241134752,0,0.5
"RAT","TAF","RAT~TAF",1.78571428571429,1,2,0.988095238095238,1,1,0.571428571428571,0,1
"UTC","RAT","UTC~RAT",1.72727272727273,1,2,0.83030303030303,1,1,0.433333333333333,0,1
"MAJORS","OTF","MAJORS~OTF",1.52941176470588,1,2,0.852941176470588,1,1,0.919117647058823,1,1
"MAJORS","TRIAGE","MAJORS~TRIAGE",1.52941176470588,1,2,0.867647058823529,1,1,0.372549019607843,0,1
"TRIAGE","OTF","TRIAGE~OTF",1.46153846153846,1,1,0.923076923076923,1,1,0.846153846153846,1,1
"UTC","OTF","UTC~OTF",1.4,1,2,0.944444444444444,1,1,0.777777777777778,0.583333333333333,1
"Waiting","OTF","Waiting~OTF",1.4,1,2,0.6,0,1,0.4,0,0.5
"RESUS","RAT","RESUS~RAT",1.22222222222222,1,1,0.555555555555556,0,1,0.555555555555556,0,1
"RESUS","TRIAGE","RESUS~TRIAGE",1.2,1,1,1,1,1,0.4,0,1
"Waiting","Discharged","Waiting~Discharged",1.2,1,1,1,1,1,0,0,0
"OTF","MAJORS","OTF~MAJORS",1.1875,1,1,0.53125,0,1,0.875,1,1
"Waiting","TAF","Waiting~TAF",1.16666666666667,1,1,0.833333333333333,1,1,0.5,0,1
"TAF","MAJORS","TAF~MAJORS",1.1,1,1,0.775,0.875,1,0.875,1,1
"OTF","Admitted","OTF~Admitted",1,1,1,0,0,0,0,0,0
"OTF","RAT","OTF~RAT",1,1,1,1,1,1,0,0,0
"OTF","RESUS","OTF~RESUS",1,1,1,0,0,0,1,1,1
"OTF","TRIAGE","OTF~TRIAGE",1,1,1,1,1,1,0.666666666666667,0.5,1
"OTF","UTC","OTF~UTC",1,1,1,0.666666666666667,0.5,1,0.666666666666667,0.5,1
"RAT","OTF","RAT~OTF",1,1,1,0.6,0,1,0.2,0,0
"RESUS","OTF","RESUS~OTF",1,1,1,0,0,0,1,1,1
"RESUS","TAF","RESUS~TAF",1,1,1,1,1,1,1,1,1
"RESUS","UTC","RESUS~UTC",1,1,1,1,1,1,0.5,0,1
"RESUS","Waiting","RESUS~Waiting",1,1,1,0.5,0.25,0.75,0.5,0.25,0.75
"TAF","Admitted","TAF~Admitted",1,1,1,0,0,0,1,1,1
"TAF","OTF","TAF~OTF",1,1,1,1,1,1,1,1,1
"TAF","RAT","TAF~RAT",1,1,1,0.714285714285714,0.5,1,0.857142857142857,1,1
"TAF","RESUS","TAF~RESUS",1,1,1,1,1,1,1,1,1
"TAF","TRIAGE","TAF~TRIAGE",1,1,1,1,1,1,0.333333333333333,0,0.5
"TAF","UTC","TAF~UTC",1,1,1,1,1,1,0,0,0
"TRIAGE","TAF","TRIAGE~TAF",1,1,1,1,1,1,0.6,0,1
"UTC","RESUS","UTC~RESUS",1,1,1,0.625,0,1,0.625,0,1
"UTC","TAF","UTC~TAF",1,1,1,1,1,1,0.25,0,0.25
"UTC","Waiting","UTC~Waiting",1,1,1,1,1,1,0,0,0
